Argument ID	Conclusion	Stance	Premise
A25344	We should abolish intellectual property rights	in favor of	we should abolish intellectual property rights because the rich take advantage of the poor
A25345	We should prohibit school prayer	against	prayer in school shouldn't be prohibited because it could result in many social benefits
A25353	We should abolish the right to keep and bear arms	against	the right to keep and bear arms should not be abolished because it allows people to defend themselves
A25357	We should adopt a multi-party system	in favor of	this would provide more choices and let us see more points of view
A25360	We should subsidize journalism	in favor of	we need to subsidize journalism so that it continues to draw in good people
A25364	Foster care brings more harm than good	in favor of	Foster care providers are afforded a stipend for each child they take in, leading to the unfortunate situation of too many people taking advantage of the system and providing inadequate care in exchange for government funds.
A25373	We should end the use of economic sanctions	in favor of	economic sanctions usually do not prove to be effective and tend to cause hard feelings between the countries involved.
A25374	We should subsidize journalism	against	subsidizing journalism will create biased reporting
A25377	Intelligence tests bring more harm than good	in favor of	IQ tests measure only a few types of cognitive abilities and do not account for the vast array of intelligence types
A25379	We should ban human cloning	against	we should not ban human cloning because the potential scientists can find a cure for a disease
A25381	Intelligence tests bring more harm than good	in favor of	intelligence tests can do more harm than good because it labels the takers as gifted or failure and don't cover other forms of intelligence.
A25386	We should end the use of economic sanctions	in favor of	economic sanctions don't work and result to have enemies abroad
A25387	We should abolish capital punishment	in favor of	capital punishment should absolutely be abolished because it is inhumane to kill a person no matter how badly they behave. an eye for an eye makes the whole world blind.
A25391	We should subsidize journalism	against	we don't subsidize other fields so why should we subsidize journalism
A25395	We should ban cosmetic surgery	against	we should not because people who are born with disfigurements have a chance to be normal.
A25402	We should abolish the three-strikes laws	in favor of	we should abolish the three strikes laws because the punishment is just enough for their convictions and no need to add more another years.
A25404	We should subsidize stay-at-home dads	in favor of	stay at home dads should be subsidized to promote stable family make-up and to provide a good rolemodel
A25410	We should abolish capital punishment	against	Capital punishment creates space for potential rehabilitation without prison over-population.
A25416	Payday loans should be banned	in favor of	payday loans should be banned because they are very unfair for those that take them out due to wildly high interest rates. loan sharks take advantage of desperate people who end up in massive debt.
A25417	We should adopt an austerity regime	in favor of	an austerity regime is the most effective weapon in our arsenal to combat the economic issues we're facing
A25422	We should end mandatory retirement	in favor of	mandatory retirement amounts to age discrimination and can leave those who are forced to retire without the sense of purpose that work could bring.
A25424	We should abandon the use of school uniform	against	this practice insures students are all equal in dress and ensures students will not come to school in inappropriate clothing.
A25425	We should adopt an austerity regime	in favor of	adopting now an austerity regime will help future generations to cope with the limited  resources  we have.
A25435	We should prohibit women in combat	in favor of	women in combat should be prohibited because there is an increase risk of abuse with them
A25438	We should adopt a multi-party system	against	a multi party system creates chaos by giving too many choices to the people
A25440	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research can help the medical community find cures to a lot of fatal illnesses.
A25443	Social media brings more harm than good	in favor of	social media promotes bullying because it provides anonymity and releases the person bullying from blame.
A25451	We should ban cosmetic surgery	against	cosmetic surgery as helped a lot of accident victims regain there injured and lost body parsty
A25454	We should fight urbanization	in favor of	urbanization is destroying green resources, and we should really care more about our planet rather than new constructions.
A25458	We should abolish intellectual property rights	in favor of	ideas should be available to anyone who wishes to persue them.
A25460	We should abandon marriage	in favor of	the divorce rates continue to rise which shows that fewer people believe in a life long committment
A25464	The vow of celibacy should be abandoned	in favor of	vow of celibacy is not fair to put on any human being because everyone has sexual urges which means the priests can commit evil acts of sex on minors. it should be abandoned.
A25473	We should prohibit flag burning	against	burning your flag should be a right for people who want to do that
A25482	We should subsidize stay-at-home dads	in favor of	stay at home dads should be subsidized to encourage bonding with the child and toprovide a male rolemodel in the family
A25484	We should end the use of economic sanctions	in favor of	economic sanctions should be ended as it usually tends to make life harder for the innocent poor citizens who have no idea about what's going on
A25495	We should adopt a multi-party system	in favor of	a multi party system would bring many new & fresh ideas into the forefront
A05070	We should adopt atheism	in favor of	we should adopt atheism because it would be easier than being religious and having so many different beliefs
A08015	We should abandon television	in favor of	people spend too much time watching television at the cost of more active pursuits
A12079	We should ban targeted killing	against	we should not ban targeted killing since they are effective at eliminating terrorists with a smaller number of civilians being killed than most other military weapon
A12203	We should ban targeted killing	in favor of	we should definitely ban targeted killing because the loss of life should never be a planned event.
A12350	We should adopt atheism	in favor of	we should adopt athiesm because no religion will stop lots of wars and arguements.
A12399	We should abandon television	in favor of	we need to abandon tv as it is outdated and there are other venues that provide better entertainment
A12482	We should ban targeted killing	against	targeted killing is often the only way to get to the enemy.
A14004	We should abandon television	against	Television offers a variety of entertainment and information that families can enjoy together
A15018	We should ban targeted killing	in favor of	targeted killing should be banned because the individual doesn't stand a chance against government hired hitmen. instead, a fair trial should be carried out.
A18193	We should abandon television	against	television is still an important medium for many people such as the elderly to receive their news or to keep them company, especially if they have no access to internet shows
A18213	We should ban targeted killing	against	targeted killing may be necessary in very limited circumstances where there is an immediate threat to life of civilians or military personnel
A18228	We should ban targeted killing	against	TARGETED KILLING MAKES THE WORLD A SAFER PLACE REMOVING THOSE PEOPLE WHO AIM TO HARM OTHERS
A18319	We should subsidize vocational education	in favor of	we subsidize colleges for doctors and lawyers etc so we should also subsidize education for other occupations as well such as mechanics, hair dressers, construction workers and so on.
A18338	We should adopt atheism	against	people have the right to choose any religion they with, atheism should not be forced upon them.
A19087	We should abandon television	against	we shouldn't abandon television as it is some people's only form of news and entertainment, it could lead to them them being misinformed about certain things
A19224	We should subsidize vocational education	in favor of	the trades need more workers and we should encourage kids who aren't college material to pick up a trade.
A19360	We should abandon television	against	television is still a vital line of communication of information for many people and needs to be maintained
A19404	We should subsidize vocational education	in favor of	We should subsidize vocational education to ensure it is available in more secondary schools.
A19477	We should adopt atheism	in favor of	atheism fosters intellectual and human development and we must adopt it
A19479	We should adopt atheism	against	we should not adopt atheism as people have the right to believe the way they want when it come to a higher power.
A20284	We should ban targeted killing	in favor of	an approval of selective killings can trigger a war between the community, that's why i do not support selective assassinations
A20295	We should adopt atheism	in favor of	we should adopt atheism because religion is the root of all the wars that have happened and would stop so much fighting in th world.
A20315	We should ban targeted killing	in favor of	targeted killing should be banned as it is no more than assassination which has always been regarded as cowardly and underhand
A20339	We should ban targeted killing	against	targeted killing allows the killing of a singular person or group which hopefully will mean less loss of life down the line.
A21091	We should abandon television	in favor of	we should abandon television because it is addictive and almost everything on television these days is some sort of brainwashing
A21232	We should ban targeted killing	in favor of	it is unfair to assassinate others as a surprise and out of battlefield.
A22170	We should ban targeted killing	in favor of	killing is against the law so it should be banned.
A22200	We should adopt atheism	against	atheism will destroy the world by unleashing godless people running the government with no morals or ethics and should not be adopted.
A22395	We should subsidize vocational education	in favor of	vocational education is essential to fill gaps in society for example where there is a lack of builders, plumbers and other tradesmen.
A22483	We should adopt atheism	in favor of	we should adopt atheism because it gives the freedom from being bound by a religion and their rules
A23020	We should abandon television	against	we don't need to abandon television just because some of the shows on it are garbage. there is still a lot of content that provides comedic relief or education that is hard to get from other technology
A23302	We should ban targeted killing	against	targeted killing will prevent further havoc by the perpetrator
A23355	We should abandon television	in favor of	we should abandon television because it contributes to the laziness and dumbing down of society.
A24161	We should adopt atheism	in favor of	we should adopt atheism so as not to be tied to doing things by some religions
A24208	We should ban targeted killing	against	in a certain way, the selective assassination in politics is beneficial for countries that have this, as a means to alleviate their problems
A24233	We should abandon television	in favor of	too much time is wasted looking at a screen
A24272	We should ban targeted killing	against	targeted killing uses expertise to eliminate those that are extreme threats, not only to our government, but to the global governing bodies.
A24440	We should subsidize vocational education	against	Subsidies should be given only if they lead to a general public good, and careers for a select few people who go to vocational schools do not qualify as a public good.
A24459	We should ban targeted killing	against	we shouldn't ban targeted killing because it can help find terrorists and stop attacks from happening.
A24495	We should ban targeted killing	in favor of	we should ban targeted killing as it is an unfair advantage to those that do not have the same equipment.
A25009	We should subsidize vocational education	against	we don't need to subsidize vocational education because the cost is already lower than traditional college.
A25013	We should ban targeted killing	against	in certain circumstances it's impossible to detain highly dangerous individuals who pose a threat, the only option is targeted killing.
A25084	We should abandon television	against	television is an important source of entertainment especially for older people
A25095	We should abandon television	in favor of	television is bad for your eyes and should be banned to save the population
A25148	We should subsidize vocational education	against	people should pay for their own vocational education in the way that students pay for their own university studies.
A25419	We should abandon television	against	this is a free country. people have the choice to watch tv or not
A05047	We should oppose collectivism	in favor of	treating everyone as a large group unit is not helpful for people who have different individual needs.
A06017	We should subsidize student loans	in favor of	we should subsidize student loans as these are our future leaders and workers and we want to ensure their success in order to secure the countries success.
A07006	We should ban missionary work	in favor of	people should keep their religion to themselves
A07039	We should ban missionary work	in favor of	missionaries are intrusive to other countries and very invasive to the culture.
A07067	We should limit judicial activism	against	judicial activism allows for common sense to be applied where necessary
A08010	Homeschooling should be banned	against	if the parents can provide a better education than what their local schools offer, they should be allowed to do so.
A09010	We should limit judicial activism	in favor of	judges should follow the letter of the law when making rulings and not make up things based on how they feel.
A09014	We should ban missionary work	in favor of	historically missionaries have interfered in an unhealthy way with other cultures and continue to do so.
A09034	Homeopathy brings more harm than good	against	homeopathy often gives people hope to cure some illnesses that will never be cured without modern medicine.
A09039	We should ban missionary work	against	we should not ban missionary work because people have a right to help out others if they chose to do so
A09077	We should legalize sex selection	against	sex selection can lead to an over abundance of a favored gender in society
A09081	Homeschooling should be banned	in favor of	homeschooling should be banned because an important part of a child's education is social learning and one cannot grow socially without being around their peers.
A12001	We should oppose collectivism	in favor of	collectivism reduces productivity from individuals as they have no incentive to do better.
A12040	Homeschooling should be banned	against	results from homeschooling children are equally as good as those achieved from state schools, and sometimes this can be the only option for a youngster with complex emotional needs.
A12052	Homeopathy brings more harm than good	against	homeopathy can  sometimes help those that modern medicine has failed.
A12085	We should legalize sex selection	in favor of	when we allow abortion for any reason or purpose, sex selection cannot be excluded. in fact illegal sex selection only increased abortions as the alternative method to select gender
A12090	We should legalize sex selection	in favor of	parents should be able to choose what sex child they are going to have.
A12108	Homeschooling should be banned	in favor of	homeschooling may not be covering core topics or at least not to an adequate level
A12145	We should ban missionary work	in favor of	if we ban missionary work, then a lot less people would be seeing propaganda.
A12151	Homeschooling should be banned	in favor of	homeschooling does not prepare children for the real world.  the child is not getting the top notch education they need in order to succeed in life.  the children deserve better.
A12235	We should oppose collectivism	in favor of	collectivism gives the group priority over individual needs - this would be very unfair for some individuals who may have a higher or different need than the majority of the group
A12285	We should oppose collectivism	in favor of	collectivism is unfair to large populations and should be stopped
A12331	We should oppose collectivism	in favor of	we should definitely oppose collectivism because there is less autonomy in terms of thoughts and ideas. everyone will just go along with the group.
A12339	We should limit judicial activism	in favor of	judicial activism undermines the rule of law
A12342	We should oppose collectivism	against	collectivism enables communities to work together for the greater good.
A12373	Homeschooling should be banned	against	homeschooling should not be banned because some kids get picked on and a safe home setting is best place to learn.
A12401	We should ban missionary work	against	we should not ban missionary work because if people want to help out others that is their business and no one elses
A14009	We should subsidize student loans	in favor of	we have a tremendous amount of highly intelligent /students who could not go to college without subsidizes. these students could find cures to fatal illnesses and should be subsidized to benefit all of society.
A15012	We should legalize sex selection	against	There is no certainty that the process will be a success, and couples may end up wasting time and money.
A17020	We should limit judicial activism	against	modern days require modern measures and judicial activism brings present day thinking and opinions into important cases to stay up to date
A18158	Homeopathy brings more harm than good	in favor of	homeopathy isn't fda approved and can cause all sorts of problems and side effects.
A18186	We should legalize sex selection	against	sex selection promotes abortion and gender inequality
A18209	We should subsidize student loans	in favor of	we should subsidize student loans to ensure all who seek a good education can obtain one. this sets up success for life which also saves the government money when people are self sufficient
A18258	We should subsidize student loans	in favor of	Students are and will always be the backbone of the society. It's compulsory to support these growing students in becoming true, well educated citizens to support the economy.
A18342	We should ban missionary work	in favor of	Sometimes, missionary workers condition the receipt of aid on a community's willingness to accept or be taught the Christian religion.
A18366	Homeopathy brings more harm than good	against	Originated in the ancient period, homeopathic treatment puts emphasis on the root cause and aim at enhancing natural healing within the body
A18447	We should oppose collectivism	against	collectivism bands people together to solve problems in their communities
A18457	Homeopathy brings more harm than good	against	homeopathy has been proven to have a successful effect on many people, so if the end results are good it has to be worth a shot.
A18495	We should subsidize student loans	in favor of	we should invest in the young generations and support them in their education, especially when higher education is so expensive.
A19005	We should legalize sex selection	against	we shouldn't legalize sex selection because some people can't have children at all, they should be happy that they have blessed with a miracle. if you want to choose a sex then foster or adopt a certain sex
A19012	We should oppose collectivism	against	collectivism looks out for everyone and leaves no one behind
A19142	Homeschooling should be banned	in favor of	homeschooling a child denies them valuable lifeskills, particularly interaction with their own age group and all experiences stemming from this.
A19175	Homeopathy brings more harm than good	against	homeopathy provides natural cures for diseases.
A19177	We should oppose collectivism	against	collectivism brings people together
A19237	We should subsidize student loans	in favor of	in the interests of raising the education level of our population we should subsidize student loans.
A19275	Homeopathy brings more harm than good	against	homeopathy is an affordable way to treat yourself.
A19361	We should ban missionary work	against	missionary work allows volunteers to do productive work in a foreign country
A20020	We should limit judicial activism	against	judicial activism is a control key put in place for counterbalance the overuse of power of law
A20026	Homeschooling should be banned	against	we have already proven that home-schooled kids attend more extra-curricular activities than public-school kids
A20049	We should subsidize student loans	in favor of	subsidizing student loans will enable many more people the opportunity to attend college
A20050	We should subsidize student loans	against	there are better things the government can do with that money.
A20071	Homeopathy brings more harm than good	in favor of	if not used correctly and for the right symptoms, it could cause serious side effects or make a condition worse.
A20094	Homeopathy brings more harm than good	against	homeopathy allows for natural healing and care rather than being vulnerable to unknown dangers of chemicals in regards to such.
A20141	We should subsidize student loans	in favor of	providing help in paying student loans will lift a financial burden off of students and allow them to become more indepedent.
A20194	We should ban missionary work	in favor of	missionary work is dangerous, often occurring in war torn areas. missionaries are often young adults without world experience who are unaware of how to defend themselves in unknown lands.
A20195	Homeschooling should be banned	against	a parent knows best what is good for their kid
A20201	We should ban missionary work	in favor of	missionary work disrupts an indigenous culture's natural development.
A20268	Homeopathy brings more harm than good	in favor of	there is no proof that  homeopathy works.
A20331	We should legalize sex selection	in favor of	there are valid medical reasons for using sex selection to combat certain diseases
A20350	We should oppose collectivism	against	Collectivism forces people to form stronger ties with their community, and ultimately to better themselves by empathizing with the needs of others over themselves.
A20362	We should oppose collectivism	against	We should support collectivism because many problems like climate change cannot be dealt with on an individual level.
A20399	Homeschooling should be banned	against	home schooling is a good alternative for many. it is economical, safe and and a better environment for some children.  parents have a right to choose what is best for their child.
A20481	We should oppose collectivism	against	society is a collective and the most good comes from working together
A20490	Homeschooling should be banned	in favor of	homeschooling is very difficult to regulate and the education received is not consistent so it should be banned.
A21009	We should oppose collectivism	against	collectivism provides a common goal for everyone to work towards.
A21035	We should ban missionary work	in favor of	we need these people but not if they are a nuisance and try to criticize our personal beliefs.
A21040	We should legalize sex selection	against	sex selection is a slippery slope that may lead to parents picking other traits to screen for, from innocent ones like hair color, to larger ones like iq.
A21058	We should subsidize student loans	in favor of	we should help students pay to be educated. it is costly, and loans hamper their future.
A21156	We should subsidize student loans	in favor of	student loans is a help for those who do not have resources
A21191	Homeopathy brings more harm than good	against	Homeopathic medicines are usually safe for pregnant women and children.
A21293	We should oppose collectivism	against	collectivism means that everyone has equal access to facilities.
A21300	We should oppose collectivism	in favor of	this practice does not allow an individual their own thoughts and actions.
A21314	We should limit judicial activism	in favor of	judicial activism lets judges give the final verdict based on feelings so they will have the power to let things slide and give people less sentences than they deserve
A21448	Homeschooling should be banned	in favor of	homeschooling should be banned because the children will be kept at home and no social with other children and the children very likely in an abusive situation to where nobody knows about it
A22016	Homeopathy brings more harm than good	in favor of	homeopathy can be dangerous and is not regulated
A22113	We should legalize sex selection	in favor of	Knowing the gender of your baby makes it easier to purchase items for the baby before its birth.
A22144	We should ban missionary work	against	missions can provide much needed infrastructure and healthcare projects.
A22160	We should legalize sex selection	in favor of	families should have the right to choose the sex of their babies.
A22169	We should legalize sex selection	in favor of	allowing sex selection would alleviate the depression faced by mother's who truly wanted one gender over another.
A22176	Homeopathy brings more harm than good	against	homeopathic medicines are usually used for chronic conditions that are not life threatening and may alleviate symptoms for some adherents but if not there is no harm because the substances are natural.
A22280	We should oppose collectivism	in favor of	collectivism goes directly against the rights of individuals. individual freedom is what this country was founded on. it is rights violative to put the majority above individuals.
A22406	We should oppose collectivism	in favor of	with collectivism, there is less motivation to do more difficult jobs  as everything has a similar pay.
A22438	We should oppose collectivism	in favor of	we should oppose collectivism because it lessens creativity and individuality.
A22456	Homeopathy brings more harm than good	in favor of	people using homeopathic remedies instead of conventional medicine are more likely to die from a serious illness.
A23021	We should legalize sex selection	in favor of	we should be able to choose the sex we wish to have.
A23057	We should subsidize student loans	against	student loans can be expensive and put young people in debt
A23109	Homeopathy brings more harm than good	against	homeopathy is much less dangerous than many pharmaceuticals
A23179	We should ban missionary work	in favor of	missionary work often only benefits the missionary.  those that are targeted are often left worse off after the missionary leaves, having been given a taste of first world things then left to rot
A23222	Homeschooling should be banned	against	homeschooling is an excellent alternative for children who are unable to attend normal schools for either emotional or psychological reasons.
A23244	Homeopathy brings more harm than good	against	many people who believe that homeopathic remedies have worked for them and feel better for using them surely are better using them than prescription medication that may have unwanted side effects.
A23299	Homeopathy brings more harm than good	against	when no effective alternatives exist the placebo effects of homeopathy are to be supported.
A23341	We should legalize sex selection	against	sex selection should not be legalized as it is counter to biblical teachings
A23428	We should ban missionary work	against	missionary work is important as it brings relgion to new countries.
A24144	Homeopathy brings more harm than good	in favor of	homeopathy is scientifically implausible and produces nothing more than a placebo effect in patients
A24159	Homeopathy brings more harm than good	in favor of	one single fact that when somebody receiving homeopathy there is no quaranties that these substances will be good for the patient.
A24181	We should legalize sex selection	against	we should not legalize sex selection because it might cause an unbalanced society.
A24275	Homeschooling should be banned	against	homeschooling is necessary in remote areas where there aren't enough children to sustain a school
A24281	We should oppose collectivism	in favor of	collectivism encourages herd mentality
A24319	We should oppose collectivism	against	collectivism takes care of everyone and not just those at the top
A24348	We should subsidize student loans	against	the public should not pay for other peoples lifestyle choices
A24422	Homeschooling should be banned	against	homeschooling can be tailored to individual needs of children.
A25061	We should ban missionary work	in favor of	missionary work sometimes forces religion on people
A25088	Homeopathy brings more harm than good	in favor of	homeopathy has no scientific evidence of efficacy and is equivalent to simply taking no medical action at all.
A25157	We should ban missionary work	in favor of	Missionary work can sometimes do more harm than good - for example, if religious missionaries discourage the use of condoms in a place where HIV is the main cause of death.
A25192	We should ban missionary work	in favor of	missionary work is an affront to people's right to choose their own religion, by tying aid to a particular religion it's no different than imperialism
A25211	Homeschooling should be banned	in favor of	homeschooling is not a  viable option for students as many colleges do not recognize them as accredited.
A25214	Homeschooling should be banned	in favor of	most homeschooled students are not learning the appropriate subjects needed to further their education.
A25291	We should legalize sex selection	against	with the $20,000 price tag on something that is not 100% accurate, sex selection is only made available to the wealthy.
A25323	Homeopathy brings more harm than good	in favor of	none of the products have been tested and some actually have very harmful effects.
A25432	Homeschooling should be banned	in favor of	children should be allowed to experience interactions with other children, as it helps them develope and grow to be independent adults
C26001	We should abolish the 996 overtime system	in favor of	China's 996 overtime system is very inefficient in enhancing your ability to make money. If you rely on 996 to make money, you are essentially making money by working hard, selling your body.
C26002	We should abolish the 996 overtime system	in favor of	China's 996 overtime system leaves you with no room to learn and improve, forever trapped in a &quot;rat trap&quot;.
C26013	We should give up developing electric vehicles	in favor of	Low user confidence, low acceptance of new things, even from earlier scandalous events in the electric vehicles industry.
C26015	We should ban the trading of virtual currencies.	in favor of	Cracking down on virtual currencies is not only to ensure the smooth advancement of carbon peak and carbon neutrality, but also to protect the country's financial order.
C26018	We should ban the trading of virtual currencies.	in favor of	Virtual currency-related business activities are illegal financial activities, and the provision of services by overseas virtual currency exchanges to Chinese residents through the Internet is also illegal financial activities.
C26024	We should ban the trading of virtual currencies.	against	The total production is controllable and the virtual currency prevents hyperinflation.
C26029	We should protect our privacy in the Internet age.	in favor of	In the era of IoT sharing economy, because of linking people and people, people and things, and things and things, the probability of the system being exploited and hacked is also increased.
C26032	We should protect our privacy in the Internet age.	in favor of	Extremely serious information asymmetry. It is difficult for individuals to know what information is being collected about them, who is collecting it, and what it is being used for.
C26037	We should protect our privacy in the Internet age.	against	The data provided by privacy can be used to analyze user preferences and needs, and can quickly learn about the shortcomings of the product, correspondingly update more business models, and help achieve business improvement. Help companies gain greater competitiveness.
C26046	We should restrict minors from playing online games.	against	Putting all the blame on the game, demonizing the game, and putting the blame on society can ease parents' anxiety, but it does not help at all.
C26049	We should open up three-child policy to encourage childbirth.	against	What people want is the right and freedom to be able to plan their own children.
C26052	We should open up three-child policy to encourage childbirth.	in favor of	The number of births is too small, which affects the overall economic growth.
C26061	We should prohibit capital monopoly.	in favor of	Anti-capital monopoly prevents operators from abusing their dominant market position.
C26066	We should prevent the disorderly expansion of capital.	in favor of	Behind each hawker, there is a family at the grassroots of society to support, so that these vendors survive, to prevent the structural division of society between rich and poor.
C26080	We should ease the education involution.	in favor of	Parents play an important role in the education in-volume, and parents with insufficient determination can easily be held hostage by the general environment and bring anxiety to their children, causing a vicious cycle.
C26089	We should vigorously develop the countryside.	in favor of	In this field of food we can not be subject to others, even if imported food is cheaper, we can not rely on imports, but to vigorously develop our own level of agriculturalization.
C26095	Carbon emissions trading should be limited.	against	No one can stop global warming, which is inherently part of the Earth's geological cycle. That's why topics such as reducing CO2 emissions are a false proposition.
C26098	Carbon emissions trading should be limited.	against	Setting tough standards on carbon emissions can suppress industrial upgrading in developing countries and prevent them from challenging the monopoly advantage of EU countries in high-end industries.
D27002	Human Gene editing is a good thing	in favor of	Some people who believe in modifying the genes believe that it not only increases the span of life but also increases the quality of life.
D27003	Human Gene editing is a good thing	in favor of	Genetic Diseases affect only a minority. The majority doesn't understand the pain and politicizes the situation.
D27011	India is becoming intolerant	against	Many religions and different cultures are co-existing peacefully in India, which is quite surprising to the rest of the world. India is the best example for religious co-existence. If there is intolerance, this wouldn't be possible.
D27026	Driverless cars should be allowed in India	in favor of	The majority of driverless cars are going to be Electric Vehicles (EV's) which will help in decreasing the pollution level in the country, which is also one of the major issues the country is facing.
D27031	US-Mexico border wall is a good thing	against	According to the reports, illegal crossing of the borders has actually decreased from the year 2014 to 2015 which renders no use in building the wall.
D27033	India should accept Rohingya refugees	in favor of	Accepting refugees escaping from death situations is surely an act of humanity. Rohingya people have been treated brutally by the Burmese government due to racism. Being a neighboring country, we should be accepting those people who are in deep distress.
D27037	Men are silent sufferers in this modern world	in favor of	These days, every man is considered as a potential rapist. If a woman makes a false molestation complaint against a man out of revenge or any other motive, society is more likely to believe the woman's words. Society and media exposes the accused before the investigation. This kind of attitude of society helps victims in genuine cases. But the scope of false cases is ignored. However the same is not true with the complaints against women. If the complaint is against a woman, people doubt about the genuinity of the case. What if the sexual harassment case against the man is a false case? Some people think like men can take anything. False molestation cases will result in the irreversible loss of reputation and causes mental agony to the accused and his family.
D27045	Betting and gambling should be legalized in India	against	Gambling addiction can lead to increase in crime rates, mental illnesses.
D27046	We should ban alcohol in India	in favor of	Alcohol addiction is not just a threat to the person that drinks, but also to his/her entire family.
D27048	Technology is rising Unemployment rates	in favor of	Several kinds of jobs are increasingly getting replaced by technology. As per the reports, there is a significant drop in the typists, weavers, construction workers etc.
D27049	Technology is rising Unemployment rates	in favor of	If any business depends heavily on human labour, it tends to fail as it cannot cope up with the competition from the technologically advanced competitors.
D27052	Chinese products should be banned in India	in favor of	China is blocking India's bid to list Masood Azhar as a terrorist. Not just this, China is blocking India from becoming a member of Nuclear Suppliers Group (NSG) using its veto power. On one hand China wants to maintain good trade relations with India, and on the other hand, it is acting against India in many cases. So, maintaining good trade relations with China may not be a good thing. 
D27054	Donald Trump's Presidency was a good thing	against	Racism &amp; white supremacy has increased in Trump's term.
D27059	Stray animals should be killed	in favor of	Stray dogs are often carriers of diseases because of the lack of care.
D27070	The Internet should be censored	in favor of	Rapidly increasing piracy need to be curtailed through censorship.
D27072	We should ban kids' reality shows	against	Reality shows act like a launchpad for children into the film industry. Some of the present singers, choreographers are made into the movies through reality shows for children.
D27079	Military training should be made compulsory for all in India	against	Some people do not have enough strength to participate in such intense trainings. They may seem normal from outside but may have mental illnesses. Military trainings can be emotionally and physically daunting for them. In such cases compulsory trainings will be a threat to their life.
D27084	Adultery should be criminalized	against	Families will be broke if one of the parent sends the other one to jail. It creates a lot of mental trauma to the children involved.
D27085	Women can be in combat roles	against	Biologically, men are stronger than women. Hence, it may not be wise to deploy people in the field that have less physical strength than the enemy.
D27086	Women can be in combat roles	against	There are no much facilities and infrastructure in Indian Army to allow women in combat roles.
D27092	There should be a ban on Bandhs	in favor of	Industries are also one of the worst hits. Investors may lose interest to invest in manufacturing sector as bandh by anyone results in the loss to them.
D27094	There should be a ban on Bandhs	in favor of	Most of the bandhs results in violence. Some political parties and organizations intentionally causes violence by setting public properties on fire, by destroying vehicles and by injuring the common people.
